    ,name                    ,t4    ,p100  ,v100  ,deadline
898 ,4c7a2ab01dfb8492b1922afe,34    ,18    ,10    ,inf
899 ,fd0bb0a0cd41c28e0dcfee42,170   ,101   ,52    ,541.0
900 ,84f4a9c47272e2f28d2908bc,23    ,14    ,9     ,inf
901 ,904ac82b8a4f73a3bf0c7ca3,446   ,282   ,176   ,inf
902 ,144f09fb35219fa93c5b0eed,53    ,35    ,21    ,inf
903 ,74003869ce2d45938c1319b4,58    ,37    ,25    ,inf
904 ,f268b86db33cae6c2fc5f343,57    ,31    ,16    ,inf
905 ,b73a604bfddd974f3d0977e2,9993  ,5842  ,3728  ,inf
906 ,d2e969da229068b98bf37761,24    ,14    ,7     ,inf
907 ,3838e7f9a98b71a5a8aaa7af,33    ,17    ,12    ,inf
908 ,7dd8e75b29cda7d53ed8bba1,1020  ,637   ,298   ,1830.0
909 ,8a74f5f4020a9c0ee51063b7,45    ,27    ,15    ,inf
910 ,d6519e3a55ce4a638b2c306d,65    ,35    ,21    ,115.0
911 ,6ba094c97bd4fedeebd42527,5760  ,2895  ,1965  ,inf
912 ,046231f0efacc76196b2144f,23    ,13    ,8     ,inf
913 ,2c77e416c709603ce0d39db4,22    ,13    ,8     ,inf
914 ,acc27e9966d8ef2ee69c05b2,33    ,20    ,11    ,inf
915 ,e3c6cf157f25fedeca676c32,597   ,387   ,209   ,inf
916 ,7342d3bbcc972e857ce9d0cb,24    ,15    ,7     ,inf
917 ,fcffe400e229e2e6a3189e71,24    ,16    ,9     ,inf
918 ,6311f4576bc09bf0e6a89ec7,94    ,54    ,34    ,inf
919 ,c96c16f144b6cf6fe144d51f,57    ,29    ,17    ,inf
920 ,b0be1a99d2fefce096b573da,614   ,422   ,198   ,inf
921 ,97e9a5de4a21e36e3b326527,64    ,36    ,20    ,inf
922 ,e0736153f2ba0ea1f29f260e,154   ,99    ,46    ,315.0
923 ,533610a45a23f8c260d44ea4,162   ,81    ,41    ,inf
924 ,9311c0e3578d6d9d2f50053a,253   ,131   ,83    ,inf
925 ,4206ee9482e61b6a8050297c,24    ,16    ,9     ,inf
926 ,6fb7d152eec696f0c8a999ca,216   ,143   ,83    ,265.0
927 ,8826160570b3e411cfa8b527,24    ,15    ,7     ,inf
928 ,1c40876d11f573c6ab4a0086,83    ,50    ,27    ,inf
929 ,69c120531c93b44eb9d1f18f,67    ,42    ,19    ,inf
930 ,3cae1b31fb244646b939f275,274   ,165   ,104   ,inf
931 ,6d8da7ce509e7bcf821b68ee,1445  ,816   ,565   ,inf
932 ,fc32f7ce988783ed1f3831b8,80    ,44    ,23    ,42.0
933 ,7556b8932fd6867f5c6b5621,23    ,13    ,8     ,49.0
934 ,7931ded63351f7501dee8002,48    ,31    ,15    ,inf
935 ,ccd788fb40ce7b8ab985ad5f,33    ,19    ,13    ,89.0
936 ,3329059c6afb7fe066af5d93,142   ,62    ,45    ,inf
937 ,843a92b670961ddaaa0db364,101   ,60    ,43    ,inf
938 ,159a8ccbaf5e2059d030c10b,528   ,321   ,161   ,inf
939 ,17b70f9c308e09014cbc3b72,23    ,15    ,7     ,inf
940 ,1a2b8e696d3435453e6bd66a,33    ,18    ,10    ,inf
941 ,78e613b9d67b8506dfe00426,18678 ,9875  ,5670  ,inf
942 ,d788e9eddc128243f00e3102,23    ,13    ,8     ,inf
943 ,25d2ccf7ebcf70482cd06cd1,158   ,93    ,51    ,inf
944 ,22f5d0800b07e6104c66ac86,296   ,148   ,116   ,inf
945 ,dd94a6a684090eb75349e777,35    ,23    ,11    ,56.0
946 ,7679539fdc65e4a6c8286fe2,23    ,12    ,8     ,inf
947 ,2e9ca30c60b2617579540212,357   ,210   ,117   ,inf
948 ,acd03f7d0f1d47dc8a0863ea,773   ,416   ,190   ,1392.0
949 ,e7fa68407b2a83000859c770,389   ,197   ,102   ,inf
950 ,6fcca8291112edd7d84d1b41,24    ,13    ,7     ,46.0
951 ,a7cfc090fe4a1e683a650f2f,501   ,360   ,192   ,inf
952 ,e520e4b533034e3b279bf0d7,23    ,12    ,7     ,77.0
953 ,3fa8821387c1e28f199cfae3,255   ,135   ,90    ,697.0
954 ,1e07bc67d2b3a40b51fc4e94,44    ,23    ,16    ,143.0
955 ,1f8b4f13bac25988d7920fd0,59    ,30    ,15    ,inf
956 ,cbbe2b6b78e820ce7ed9ec24,45    ,24    ,17    ,inf
957 ,a3cca25834f962bf71e9345c,111   ,71    ,36    ,inf
958 ,71998f9b4a718b39f07b5def,23    ,14    ,8     ,inf
959 ,04ed65967c16d5ceadec31fd,23    ,13    ,8     ,inf
960 ,fc35281c665bc3a7d27847bd,23    ,12    ,8     ,inf
961 ,ba8d887ff6304b9ba175a0c7,58    ,30    ,16    ,inf
962 ,7be927780b7d6c290f9a479b,23    ,13    ,9     ,inf
963 ,4aa987873d0d611ba42e330f,33    ,20    ,11    ,inf
964 ,c90f05da3563c835d2434453,23    ,13    ,8     ,inf
965 ,4bc9b7a2d18f3253f13f9ae6,33    ,21    ,12    ,inf
966 ,6deae38df9edbe516c139414,24    ,12    ,7     ,25.0
967 ,0a35053cdd1c28dc13b931eb,2158  ,1125  ,727   ,inf
968 ,1733339855ca79ac006ad462,2121  ,1294  ,691   ,inf
969 ,e86edac50a4bd6d18eda6ddf,34    ,19    ,10    ,inf
970 ,850dcbe4feca77210af1ad42,24    ,14    ,8     ,inf
971 ,5f481f935652f87df39bb63d,23    ,15    ,7     ,inf
972 ,ffdd2fccf4fc805b91d59a63,66    ,42    ,26    ,inf
973 ,1d722948e94238d4dda4e080,1734  ,963   ,490   ,inf
974 ,f05d4ad4683fcb3f9be920e4,54    ,32    ,18    ,inf
975 ,f81a0dc4c764814509b4dda2,44    ,29    ,13    ,138.0
976 ,0aebe44cd1cd95b902842e58,3111  ,1921  ,1181  ,2531.0
977 ,3794a270ada2d3136a66f2b4,24    ,16    ,7     ,inf
978 ,7155926cf65ea60c114b4c11,44    ,22    ,14    ,47.0
979 ,c3a4b5a3dea7d669ebb4f010,144   ,78    ,37    ,inf
980 ,bcd075a0f8377dafd36b20b3,91    ,60    ,46    ,inf
981 ,e11208dbca4a5a30b4f5563a,130   ,86    ,41    ,inf
982 ,a7aa9c0d5295f3176c79fcf0,85    ,47    ,34    ,84.0
983 ,ef91f53e739d81fe09b06478,4451  ,2925  ,1859  ,inf
984 ,adc6375cf7770bddfc3ff80a,43    ,29    ,14    ,inf
985 ,5bb3574ddd2c7f2dc992fee2,34    ,20    ,11    ,inf
986 ,fba3bd40b290606cba29244a,68    ,41    ,30    ,128.0
987 ,654f6af1c849a8aa313c5e43,1904  ,1167  ,738   ,4808.0
988 ,071a7a9b0e88bd8c022a2e04,483   ,341   ,186   ,955.0
989 ,5ae415957eddf53de7406a34,33    ,19    ,13    ,75.0
990 ,0c803d29577fbe7187ac8596,25034 ,12668 ,5933  ,inf
991 ,76abf41f10ff93a6e4e7ba63,511   ,317   ,195   ,537.0
992 ,6f1c5f29b2417b0cf1e0619d,36    ,18    ,13    ,inf
993 ,cf7a52d8a91bbfd19fd93281,55    ,31    ,19    ,39.0
994 ,5df8f6ff07bfad1de981846a,33    ,21    ,11    ,inf
995 ,9a4d0e9f139152c9b894584b,32    ,16    ,13    ,inf
996 ,bbe7af169da5a3b579d3b91e,151   ,84    ,54    ,295.0
997 ,dc45b1cc43000dca171cd46e,23    ,13    ,7     ,inf
998 ,7c0011df81d2cc2294a5ef75,580   ,351   ,205   ,1049.0
999 ,d75530d6a084c1aa4e724a69,75    ,41    ,18    ,105.0
1000,904d6e7f07fc413117a5fce4,33    ,17    ,11    ,inf
1001,588d8ae2577b7eb400a05408,163   ,100   ,64    ,inf
1002,3b44d2441df588609547c554,3086  ,1978  ,1192  ,2881.0
1003,aceb05dec8aff39e0fada546,23    ,13    ,8     ,inf
1004,d0d066bea255b1748d3ae79d,23    ,13    ,7     ,42.0
1005,5ee305296ea472707c21f2ce,34    ,20    ,10    ,inf
1006,e3eb503fa525da7042a4bb5c,23    ,14    ,7     ,inf
1007,7769339128d3c14eecdffcd3,24    ,16    ,8     ,inf
1008,1d5909c77c6a541c500f8d87,63    ,41    ,19    ,inf
1009,8f0bc75b27d7443e1aac213c,86    ,48    ,25    ,inf
1010,78f3736e5f3fce8d6577b53f,23    ,12    ,8     ,inf
1011,0064004714ade91c217e7eae,281   ,191   ,86    ,inf
1012,49889000ff3e746de4e9be26,250   ,140   ,66    ,inf
1013,a184a245ef5ca880bcf58d7a,349   ,173   ,103   ,inf
1014,499e5007df81ad212791c49d,77    ,39    ,25    ,inf
1015,36a14694b475fe4b43597d9e,26    ,13    ,10    ,inf
1016,fb8dcb87947aef39749b169c,18700 ,9428  ,6282  ,18008.0
1017,cb65eb9eb95c283023b7d90d,34    ,21    ,11    ,inf
1018,766169098964911e3c2c3078,34    ,21    ,13    ,inf
1019,99bd3c5cc1f4d0d046d3108f,95    ,62    ,36    ,inf
1020,1d3be3ad1260e4ea9445d089,23    ,12    ,7     ,inf
1021,dbd02b827fccad71c3878914,606   ,313   ,203   ,inf
1022,457a8cb5fb299bb222aa45e5,663   ,362   ,197   ,inf
1023,4eeb8049604cd1fc56cbd65a,1517  ,769   ,516   ,inf
1024,411879ae15555e78def28c35,33    ,20    ,11    ,50.0
1025,c777bcc4a1b8ead7da3c9382,58    ,34    ,17    ,128.0
1026,a1a5133e089564e6ab4c3de8,23    ,12    ,7     ,inf
1027,b5ef78c243ad4889b06de6e2,248796,127748,61161 ,inf
1028,8b3e822719be575ef521174d,24    ,15    ,7     ,inf
1029,b456dcd1184229bac09fcd88,33    ,18    ,10    ,inf
1030,a9f3825235fcbd183b723ddd,47796 ,37633 ,19104 ,inf
1031,2d3c7c697916a1449f633908,24    ,15    ,7     ,inf
1032,48b68866b978c81b022d4449,23    ,14    ,8     ,20.0
1033,822112bbe59cdeceffc73144,24    ,14    ,8     ,inf
1034,cc21aae126550cf0c9685dfd,24    ,12    ,10    ,37.0
1035,1a47bc44d12e6ef0a378c83c,34    ,18    ,11    ,inf
1036,f737a99a2a115f7adc6b876a,83    ,42    ,26    ,inf
1037,d585178aa278a81a352b7694,661   ,334   ,221   ,inf
1038,697d5a1f2db7df2a04e12df4,52    ,30    ,18    ,inf
1039,542aeed4648cd4500c814914,33    ,20    ,11    ,68.0
1040,a5626613971810327d5595f5,43    ,27    ,17    ,inf
1041,d63e2be799272113b42e00d0,23    ,12    ,7     ,inf
1042,06c41581076b918dfdfa1304,24    ,15    ,7     ,inf
1043,a019facbdc495a7e5193cf1b,24    ,14    ,7     ,inf
1044,64cbb824db3bfe1e279888b1,65    ,43    ,30    ,inf
1045,b100ca256daf99c0b3c93009,23    ,15    ,7     ,inf
1046,e7e4b6bb3a2923e17a1650fe,43    ,28    ,14    ,inf
1047,bb360ebe548eef82e2d3336f,34    ,21    ,11    ,inf
1048,4fb47cc695d1f0b7d2dbb164,84    ,42    ,25    ,inf
1049,3c1c2fb686364fec1e4fe48e,16050 ,9266  ,4407  ,inf
1050,525f9d6639ddcb2cc313ffca,24    ,13    ,10    ,inf
1051,1d13057aaf6280e9fd3033e2,33    ,18    ,11    ,inf
1052,17dd98bdc05703930445f776,33    ,18    ,11    ,inf
1053,f8c6d50f12d23bcb288300cc,629   ,410   ,190   ,459.0
1054,4dde457a97b63dd62d24946c,35    ,20    ,12    ,inf
1055,b59cd4d2103482207e55799f,78    ,52    ,24    ,inf
1056,b5366907dc6e8dfb3877edec,86    ,46    ,30    ,inf
1057,5d1c646311abd6a322dbf880,321   ,202   ,114   ,inf
1058,dfd98a870b5887222b23f94c,44    ,25    ,17    ,inf
1059,3bc73f5d34a296c7ca649cbb,3079  ,1609  ,917   ,inf
1060,65e25cf1abc1cfa1e1f85961,23    ,15    ,7     ,inf
1061,d4ece6b263a411f6fb532186,52559 ,33536 ,15306 ,inf
1062,defcd025ccd5f3c14c27967a,130   ,81    ,43    ,374.0
1063,ff2e32506d1952efe44df836,33    ,17    ,10    ,inf
1064,48ba07ae8b2a2234dd1e983a,24    ,12    ,8     ,inf
1065,17b9bf11d1869e2fe69c87b0,220   ,122   ,63    ,inf
1066,daa33e005ad9b07a68716411,382   ,232   ,111   ,inf
1067,119c46e8bac5cabcd7f6a1c1,23    ,13    ,7     ,inf
1068,8d63c3aa99a80c04cd7a9c61,625   ,333   ,201   ,inf
1069,15bba932b82b4218a06c1883,536   ,354   ,191   ,inf
1070,0b9f3c234eb4b79472e39987,23    ,14    ,9     ,inf
1071,bdd49ea0b20bda2187783289,11296 ,6405  ,3534  ,inf
1072,22eb1beb2ee1f8e206c84a54,24    ,15    ,9     ,inf
1073,03f538f6350a7501608f3572,68    ,42    ,20    ,inf
1074,fcf7cc4964237b462ce4c6d5,32    ,19    ,12    ,inf
1075,88307fee18fd1a4731b6610b,24    ,12    ,8     ,inf
1076,50473347e5db03db8a06a634,24    ,13    ,9     ,77.0
1077,0acf1f1ff5cda16e41b3fade,33    ,20    ,10    ,inf
1078,49eac0916807c65f1d8e1825,600   ,339   ,165   ,1892.0
1079,d76c3eee08a3c7b98c60af7b,24    ,14    ,8     ,inf
1080,b15bd4a28fc017a908563398,77    ,49    ,24    ,inf
1081,a7ea128177ff57a6ec03cc13,23    ,14    ,9     ,inf
1082,f555acb4d8b2795fb0917323,141   ,56    ,42    ,81.0
1083,ab15d2ec65a6cea9f0bfaaec,22    ,12    ,9     ,48.0
1084,1b8e174aa666646ff99525fe,24    ,13    ,7     ,inf
1085,919e1ea1105adef17f2eebf2,724   ,379   ,225   ,inf
1086,e37b9a5541e833d58ab0626d,107   ,62    ,34    ,127.0
1087,8008493b68a095de86ed2dc1,663   ,349   ,204   ,inf
1088,76dda7683694b9de0038b35a,223   ,132   ,76    ,inf
1089,550299b6eff14c35842b4b28,33    ,20    ,10    ,inf
1090,bc67a22107e79ae530cedc2e,69    ,42    ,21    ,inf
1091,416364b1db6dc331f594fc72,34    ,19    ,11    ,inf
1092,deb196d9dc0af114bfc6df89,85    ,44    ,28    ,inf
1093,0354abfc32c2a1758f8f0fed,477   ,279   ,169   ,inf
1094,ebbb0280072e4dae44c11d5a,1006  ,514   ,312   ,577.0
1095,5864a52da841103166ef4de6,339   ,175   ,132   ,inf
1096,eff96a216584bf8dff9e3534,34    ,23    ,10    ,inf
1097,de8953383505ad4bb7eb8747,23    ,12    ,8     ,inf
1098,ee99a3ae3d64a3390499b418,195   ,129   ,62    ,inf
1099,dd22c4a7baf65b762699ee80,23    ,12    ,7     ,inf
1100,4a03ce2c9039a2de532e4d12,83    ,42    ,32    ,inf
1101,ce78f4680c3a4016d5c718ab,566   ,371   ,186   ,inf
1102,ff17bd84f2408ca50c79c8d1,23    ,12    ,7     ,inf
1103,64f548903142dcd230f9ff8d,33    ,17    ,12    ,inf
1104,4015a76efbe0bee046d1b4af,23    ,12    ,8     ,inf
1105,3b06470c0db790f8d0f692e2,58    ,31    ,21    ,inf
1106,6268e5f4bed71d57caa98831,622   ,288   ,196   ,inf
1107,b6100919ea1dd60f52e1ef58,631   ,358   ,228   ,inf
1108,f6c129c0e1ab602fdaa9b2b9,372   ,192   ,105   ,inf
1109,fc99d6fad1731e335ab1821b,24    ,14    ,8     ,inf
1110,0703c2a58bc81ea3dfa22d48,77    ,42    ,24    ,inf
1111,5afde4d71ea9df76b5eee242,33    ,20    ,11    ,27.0
1112,540f41b8af35f628e2702be4,383   ,215   ,118   ,718.0
1113,3849ba0fc3d5f8348df9ff30,600   ,291   ,193   ,495.0
1114,d9749b5f30095cf0d901d182,26313 ,15592 ,9130  ,inf
1115,44be473dab33a62155201972,70    ,42    ,30    ,inf
1116,379985093bc1a3ee0a22ba6f,33    ,17    ,11    ,inf
1117,7544304b3c7b9548e872dc8f,32305 ,19949 ,9443  ,inf
1118,1a7c298e2213d68038cbdcd0,545   ,309   ,201   ,inf
1119,472ab1f34ee575898c8a83fc,33    ,21    ,10    ,39.0
1120,a9132efa0fa4b24a2cd1cffc,25    ,16    ,8     ,inf
1121,da58876e78db07247071aa6e,23    ,14    ,8     ,inf
1122,bc4ffb646ed9251fe785527c,23    ,14    ,7     ,inf
1123,f2910ebb550bb39297d6804f,33    ,19    ,12    ,inf
1124,64cc94e174262e2230ecf399,33    ,17    ,10    ,inf
1125,76cabc2f336d9b809f51bd5a,158   ,93    ,49    ,inf
1126,38550043d7581124338af5fe,141   ,89    ,48    ,inf
1127,5a8264257e7483c34cafd80c,23    ,12    ,9     ,inf
1128,314cfbe7e384473b06804e7d,23    ,13    ,8     ,inf
1129,26ed8c57b49f34599733abdc,43    ,23    ,16    ,inf
1130,5b9c1e868accb5c43e7ccb02,510   ,261   ,188   ,inf
1131,4564fdedeefb2c1b995a0e51,55    ,30    ,19    ,inf
1132,6d7783090f5d0949cab9f79f,23    ,12    ,8     ,inf
1133,e360e8aea0f1c533bf9a7e7c,33    ,19    ,10    ,inf
1134,a221bdffb6c4991fc1f8213a,119416,60387 ,30721 ,inf
1135,fe4d16cc8ed0b59f5c9dfe4e,32373 ,17106 ,10208 ,inf
1136,faaa8445b02ec3fcd5b77f98,222   ,116   ,66    ,380.0
1137,ccb5b9bc6db4af8b6606c980,24    ,12    ,10    ,inf
1138,c1525ec138fcde37288a4a73,144   ,89    ,50    ,inf
1139,2e89b6d1fda2d190c20aa442,329   ,183   ,114   ,inf
1140,3b8b5ad2b6298ec2dbd64e87,23    ,13    ,8     ,inf
1141,c663509c397a108281c5510b,305   ,177   ,117   ,639.0
1142,7b96c75317ff933c332598ac,24    ,12    ,8     ,inf
1143,3d8d0711885009c838c0f6ee,138   ,71    ,41    ,inf
1144,069750a8ec1e1d60d8f260d7,23    ,14    ,9     ,inf
1145,cd26289f0486f040715eb319,23    ,13    ,9     ,41.0
1146,1fa54ae70a46dab5f595fd7c,23    ,12    ,8     ,inf
1147,1e3451997724b5b2af981f10,23    ,14    ,7     ,inf
1148,0aab67ab88d80e7d9d0393d9,77    ,44    ,29    ,inf
1149,6744b0e485f92c6aa4689e48,24    ,15    ,8     ,inf
1150,83acb718eba1a1b9ff5590a0,74    ,41    ,28    ,inf
1151,752c59a8d68d06d142cab80c,34    ,18    ,10    ,inf
1152,fef8ab120992ecdfb7dd8745,103   ,55    ,41    ,inf
1153,9b21e4cfc3fc1e92ce578198,136   ,102   ,53    ,inf
1154,e9bd4c07d3b9f9f10f39e112,675   ,323   ,193   ,inf
1155,0efdf48c3ea5ac0d7d70aa76,437   ,235   ,137   ,inf
1156,1ad0b537b352f4e92fad8bfe,131   ,78    ,35    ,inf
1157,7767912f2c53fa831ddf9b81,34    ,18    ,12    ,inf
1158,d8eb728c31c815340809a8a9,361   ,197   ,119   ,inf
1159,86e7b37d243b493fdb5f3153,1519  ,964   ,532   ,inf
1160,5822e340e8956b51aba57b0d,1626  ,1081  ,540   ,1622.0
1161,76cc4c06aa1fb7d03ada80a6,23    ,12    ,7     ,23.0
1162,d8fd9a3996ecef8bcb0d1005,148   ,90    ,48    ,inf
1163,eb5513ef3b5fa34d83ed430c,657   ,315   ,199   ,inf
1164,7640409f43d766223fa3efa7,305   ,197   ,104   ,inf
1165,dee77a6fad159dc80702049e,24    ,15    ,9     ,28.0
1166,d069c4820ba6075e6326a426,23    ,15    ,8     ,inf
1167,6361a26478a3d63a03bec9a3,372   ,200   ,133   ,inf
1168,2e787c67babcd9cab29f8c33,23    ,12    ,9     ,inf
1169,202114c3571723878ca9dd82,33    ,17    ,12    ,inf
1170,12648a09d9da265a2bd77868,23    ,12    ,7     ,inf
1171,f99f97d8285e1f64392fb3fc,23    ,14    ,9     ,inf
1172,64f4b50ca6d176f1172975a2,24    ,12    ,8     ,19.0
1173,8c4093a341893b82a55959ec,23    ,13    ,8     ,inf
1174,abba3063f6daf2108b3a05d7,628   ,291   ,189   ,inf
1175,5d12b9237957df80e6ede81d,22    ,15    ,7     ,inf
1176,96e47bfe20c310675b06c311,34    ,20    ,11    ,118.0
1177,df15b9041eda43008d93e405,56    ,30    ,15    ,inf
1178,272dd88a6eb9d795ec4355a7,23    ,12    ,7     ,inf
1179,e191d324f8a36ea9f275e7c2,24    ,13    ,7     ,67.0
1180,ab6b8e9e6addb4012138989a,34    ,22    ,13    ,inf
1181,d07a0fc63ec76f103d6b4337,23    ,12    ,7     ,inf
1182,b8d460fdb7a353d506d1c845,466   ,279   ,158   ,259.0
1183,ee713c151a2df45cf971a4b5,835   ,435   ,233   ,1530.0
1184,8ef57e8327afd7731ad79ca7,33    ,18    ,13    ,inf
1185,8112de2369498238f7af46d5,196   ,107   ,74    ,inf
1186,c8923fb7a4a8028435486bd3,94    ,51    ,31    ,90.0
1187,6ac53a21c31550d44592846f,34    ,19    ,12    ,inf
1188,57fc665733cc284e73da98b4,34    ,18    ,11    ,inf
1189,0d83d93701a9b2baff9ce144,106   ,57    ,40    ,inf
1190,cb21b1880b820deea2475934,62    ,41    ,25    ,inf
1191,58af089ff22d134026fbc393,84    ,53    ,29    ,inf
1192,ab3a29d505716f3999e8dab4,33    ,19    ,11    ,inf
1193,8130f4fdd4092ed19cec6d8c,23    ,15    ,9     ,inf
1194,a3665398dd80d54903cc9e75,125   ,73    ,41    ,inf
1195,23c63335741b28beacf79427,87    ,48    ,22    ,262.0
1196,08e58dcb4e90243fef7ba2d4,154   ,87    ,47    ,inf
1197,f6facf3dfdaebe89fb5bbcd8,13883 ,9218  ,5807  ,inf
1198,a78531dfa6ba57cbaea39d80,647   ,416   ,231   ,inf
1199,4c5b90629d1e4b49c36e2fc3,23    ,13    ,7     ,inf
1200,c86e31f256f53006e29e0d8d,33    ,21    ,13    ,inf
1201,4011a57ed0395d9dd45fa816,141   ,85    ,50    ,257.0
1202,3a21c167048df1d378e3b39e,236   ,122   ,68    ,inf
1203,09c5d7c2ae05a41b4febf2d9,33    ,17    ,11    ,85.0
1204,9e77b9bdabca27cec8cae1fa,23    ,14    ,8     ,inf
1205,645e0064d1361f08e3ceef6f,56    ,31    ,15    ,inf
1206,49c6bea2c708398ad9b0e2d9,33    ,22    ,10    ,inf
1207,b20a1879de02024ef7e75935,189   ,72    ,55    ,inf
1208,f2ac57bfd6097829b402f26a,23    ,15    ,8     ,47.0
1209,3cdb70e8eaa58a514769e641,55    ,28    ,18    ,inf
1210,388fddd13b74f9d23794ef29,33    ,21    ,13    ,inf
1211,99163f7ca4f6a91377e34d8d,73    ,39    ,19    ,inf
1212,340d7b82844f88b01776eff7,34    ,17    ,12    ,108.0
1213,2dba9c9cea68b76a17032f40,24    ,13    ,9     ,inf
1214,f6cb88155ec40522fb46a0a7,379   ,254   ,137   ,inf
1215,2c29152d13946c9bbde29e4e,44    ,26    ,15    ,inf
1216,53af5c840c469949797c5d8d,194   ,102   ,55    ,inf
1217,4a6ec839d18df3ae3d9d01bb,124   ,68    ,45    ,191.0
1218,e4ff2d9c57ae0526d61afe58,24    ,13    ,9     ,55.0
1219,1b3ea86e7fefbe6aea50fb5f,34    ,17    ,11    ,inf
1220,507de20b10f1fb4937cc3770,392   ,210   ,115   ,inf
1221,1d8abab1ba102d08ec210fdd,46    ,30    ,23    ,inf
1222,f5b03e383c837f6218699ee2,52    ,34    ,25    ,inf
1223,d1bc3d828cd6d12593099ab0,524   ,355   ,206   ,inf
1224,91fb88caa86b59a4ced89106,25    ,16    ,8     ,inf
1225,15d57a1643c5a7789d899665,44    ,24    ,13    ,inf
1226,3b62c32c3166a2ee5953511b,23    ,12    ,7     ,inf
1227,ab8f543af13b6746fba72fc0,90    ,50    ,31    ,inf
1228,45a6c2256cd113e6a1921646,23    ,12    ,7     ,inf
1229,2b831a119ba7f691a744028c,24    ,12    ,9     ,inf
1230,3874516414eae85c88b81dc8,264   ,176   ,105   ,inf
1231,28634a5deb8889f3de19f9aa,24    ,15    ,8     ,inf
1232,582183466c3de2bfcaf5dbf2,24    ,12    ,7     ,inf
1233,dec3d72792a49331c6dd4a4a,50    ,31    ,19    ,inf
1234,0bcb6ebdaa7f664859f1c237,24    ,13    ,7     ,inf
1235,e006ef77eee46dd46c136aed,2147  ,1176  ,668   ,inf
1236,9ae35c61a15585e8e3d088d2,116   ,60    ,36    ,inf
1237,7ef7a4eec4de9f1860c152da,23    ,13    ,7     ,inf
1238,7a6fd350b1561d5c26e8ed61,173   ,92    ,55    ,inf
1239,f46682abc380d6a99d9a81b8,34    ,20    ,10    ,inf
1240,837796e1ae254b51f9759025,35    ,22    ,14    ,inf
1241,dbfc8fb8683ec23bb90013eb,575   ,285   ,195   ,inf
1242,46a064dbf03b308484e846f5,57    ,31    ,16    ,48.0
1243,980056640e2dde9fbdfbc53a,26527 ,13713 ,9234  ,inf
1244,d178ae0a587bbbc26930ca95,24    ,15    ,9     ,inf
1245,a0b0291e03fd9bd5e877fc4c,23    ,15    ,8     ,inf
1246,9d9a1f587a8dfc7b3f35032a,35    ,20    ,14    ,inf
1247,fcb7277002d87ad952e4193c,264   ,153   ,74    ,inf
1248,81832b1dcc9584bca5bdcfbc,233   ,147   ,85    ,134.0
1249,a0ff5dbc8ab0b4975e67bf21,127   ,82    ,45    ,177.0
1250,036ede0864870366f20423f6,34    ,20    ,13    ,inf
1251,0ce68bc853cd87a6e56e8153,545   ,400   ,199   ,inf
1252,2f81d1a403c83b64d141df61,194   ,104   ,69    ,inf
1253,51c9ecd990314df68ad28fa3,24    ,13    ,8     ,69.0
1254,d67d2701923942cb60faff56,34    ,22    ,13    ,inf
1255,26562341aafb5ce7c3a6f2c3,68    ,40    ,30    ,96.0
1256,cab159054699b52e116934ad,33    ,22    ,12    ,inf
1257,4155af7582b088f153efad7d,74    ,40    ,22    ,inf
1258,b0960f42551bf1ce36a8f067,47863 ,27199 ,15235 ,inf
1259,82a26ac10075eff20bf1020e,114   ,64    ,42    ,307.0
1260,22def21ab84b66e67ebbea37,24    ,14    ,7     ,inf
1261,de04e76943585ddf0b9b527b,94    ,50    ,30    ,55.0
1262,7790f378125a09635118d70e,9005  ,5800  ,2921  ,13224.0
1263,398633dcc45fada87ede0146,24    ,13    ,9     ,inf
1264,0174f687bdc17c72b3406869,25    ,15    ,8     ,49.0
1265,54b32110d95ea0da5da8c1dc,40    ,23    ,14    ,27.0
1266,9fd806a272e8450315d81678,129   ,67    ,38    ,inf
1267,91c74ef4bcbd99a51a0f4cf0,34    ,21    ,10    ,inf
1268,64fbd314e4b42e88b4236d19,33    ,19    ,10    ,inf
1269,111e84a045a59316a094b549,1563  ,972   ,650   ,inf
1270,1a551d478ecda14ecf17b198,43    ,23    ,13    ,43.0
1271,bdc1191f797c66eb7902d420,34    ,19    ,10    ,inf
1272,bb8ab85ac9fe26f2678dc02b,349   ,219   ,116   ,inf
1273,1cd66efe2c005b08f566c135,23    ,15    ,8     ,inf
1274,9bd8c5744ff3ec5fb26636b2,24    ,15    ,9     ,inf
1275,c7999f687cda917735615b51,127   ,64    ,34    ,inf
1276,cb71bd0422b381b904983a3a,24    ,13    ,7     ,inf
1277,68a4285757d6424e0a2370b6,951   ,545   ,369   ,1571.0
1278,e908f1f7e1470538cdda8644,27275 ,16165 ,9083  ,inf
1279,47501550079f0ed770c13bcb,70    ,41    ,24    ,75.0
1280,5558825f25e24f6be4c520ef,44    ,28    ,14    ,inf
1281,6ee364689c3eb69c3228eb0c,93    ,50    ,27    ,256.0
1282,425c16b7d15d02b899e19df0,1660  ,982   ,591   ,inf
1283,ba00b454e4ccbccc6cf122c0,593   ,353   ,201   ,inf
1284,bdb72504666e525a795afe92,23    ,12    ,8     ,inf
1285,419843e15475df91b15b40dd,32213 ,19767 ,9296  ,inf
1286,4e4d925ca245ed71f7ee0aa0,222   ,148   ,67    ,219.0
1287,ddd61563d9a896108fcec5d3,23    ,14    ,9     ,40.0
1288,1f8f5f0f1d02ecbf92af1f88,23    ,14    ,8     ,36.0
